Jurisdiccion; Departamento;Nombre Institucion;Estado_ETP;Gestion;Matricula_Total;Matricula_Varones;Matricula_Mujeres;ORIENTACION;TIPO INST
San Luis;General Pedernera;Escuela Técnica Nº 15 Ingeniero Agustín Mercau;Institución de ETP;Estatal;460;369;91;Industrial;SEC TEC-FP
Ciudad de Buenos Aires;Comuna N° 4;Escuela Técnica Nº 15 Maipú;Institución de ETP;Estatal;326;146;180;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 11;Escuela Técnica Nº 16 España;Institución de ETP;Estatal;310;169;141;Servicios;SEC TEC
San Luis;General Pedernera;Escuela Técnica Nº 16 Jesús Obrero;Institución de ETP;Estatal;242;126;116;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 9;Escuela Técnica Nº 17 Brigadier General Cornelio Saavedra;Institución de ETP;Estatal;992;778;214;Industrial;SEC TEC
San Luis;General Pedernera;Escuela Técnica Nº 17 V Brigada Aérea;Institución de ETP;Estatal;314;230;84;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 7;Escuela Técnica Nº 18 José Antonio Álvarez de Condarco;Institución de ETP;Estatal;145;109;36;Industrial;SEC TEC
San Luis;General Pedernera;Escuela Técnica Nº 18 Nicolasa Berrondo de Quiroga;Institución de ETP;Estatal;215;77;138;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 1;Escuela Técnica Nº 19 Alejandro Volta;Institución de ETP;Estatal;366;275;91;Industrial;SEC TEC
San Luis;General Pedernera;Escuela Técnica Nº 19 Bernardino Rivadavia;Institución de ETP;Estatal;193;74;119;Industrial;SEC TEC
San Luis;Chacabuco;Escuela Técnica Nº 2 San José Obrero;Institución de ETP;Estatal;70;35;35;Industrial;SEC TEC
Tucumán;Tafí Viejo;Escuela Técnica Nº 2 Tafí Viejo;Institución de ETP;Estatal;103;59;44;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 9;Escuela Técnica Nº 20 ;Institución de ETP;Estatal;346;229;117;Servicios;SEC TEC
San Luis;General Pedernera;Escuela Técnica Nº 20 Antonio Berni;Institución de ETP;Estatal;100;70;30;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 12;Escuela Técnica Nº 21 Fragata Escuela Libertad;Institución de ETP;Estatal;404;316;88;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 9;Escuela Técnica Nº 23 Casal Calviño;Institución de ETP;Estatal;576;441;135;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 11;Escuela Técnica Nº 24 Defensa de Buenos Aires;Institución de ETP;Estatal;649;424;225;Servicios;SEC TEC
San Luis;Gobernador Dupuy;Escuela Técnica Nº 25 Escultor Antonio Miguel Nevot;Institución de ETP;Estatal;74;39;35;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 3;Escuela Técnica Nº 25 Teniente 1º de Artillería Fray Luis Beltrán;Institución de ETP;Estatal;633;531;102;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 3;Escuela Técnica Nº 26 Confederación Suiza;Institución de ETP;Estatal;581;514;67;Industrial;SEC TEC
San Luis;Chacabuco;Escuela Técnica Nº 26 Gobernador Elías Adre;Institución de ETP;Estatal;105;55;50;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 10;Escuela Técnica Nº 27 Hipólito Yrigoyen;Institución de ETP;Estatal;685;314;371;Industrial;SEC TEC
San Luis;Coronel Pringles;Escuela Técnica Nº 28 General Juan Martín de Pueyrredón;Institución de ETP;Estatal;191;90;101;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 13;Escuela Técnica Nº 28 República Francesa;Institución de ETP;Estatal;433;351;82;Industrial;SEC TEC
San Luis;Ayacucho;Escuela Técnica Nº 29 Comandante Luis Piedrabuena;Institución de ETP;Estatal;107;50;57;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 5;Escuela Técnica Nº 29 Reconquista de Buenos Aires;Institución de ETP;Estatal;596;472;124;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 5;Escuela Técnica Nº 30 Dr. Norberto Piñero;Institución de ETP;Estatal;332;238;94;Industrial;SEC TEC
San Luis;Ayacucho;Escuela Técnica Nº 30 Fragata Presidente Sarmiento;Institución de ETP;Estatal;51;24;27;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 4;Escuela Técnica Nº 31 Maestro Quinquela;Institución de ETP;Estatal;165;76;89;Servicios;SEC TEC
San Luis;Ayacucho;Escuela Técnica Nº 31 Profesor Víctor Saá;Institución de ETP;Estatal;96;63;33;Agropecuaria;SEC TEC
Ciudad de Buenos Aires;Comuna N° 15;Escuela Técnica Nº 32 General José de San Martín;Institución de ETP;Estatal;586;501;85;Industrial;SEC TEC
San Luis;Ayacucho;Escuela Técnica Nº 32 Juan Pascual Pringles;Institución de ETP;Estatal;88;45;43;Agropecuaria;SEC TEC
Ciudad de Buenos Aires;Comuna N° 4;Escuela Técnica Nº 33 Fundición Maestranza del Plumerillo;Institución de ETP;Estatal;472;277;195;Industrial;SEC TEC
San Luis;Ayacucho;Escuela Técnica Nº 33 Profesor Gabino Puelles;Institución de ETP;Estatal;167;73;94;Industrial;SEC TEC
San Luis;Junín;Escuela Técnica Nº 34 Arístides Bratti;Institución de ETP;Estatal;148;92;56;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 15;Escuela Técnica Nº 34 Ingeniero Enrique Martín Hermitte;Institución de ETP;Estatal;537;402;135;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 10;Escuela Técnica Nº 35 Ingeniero Eduardo Latzina;Institución de ETP;Estatal;856;719;137;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 12;Escuela Técnica Nº 36 Almirante Guillermo Brown;Institución de ETP;Estatal;330;257;73;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 10;Escuela Técnica Nº 37 Hogar Naval Stella Maris;Institución de ETP;Estatal;337;246;91;Servicios;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 37 Ingeniero Germán Avé Lallemant;Institución de ETP;Estatal;145;97;48;Industrial;SEC TEC
San Luis;Gobernador Dupuy;Escuela Técnica Nº 38 Leonor Matilde Hirsch de Caraballo ;Institución de ETP;Estatal;25;12;13;Agropecuaria;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 4 Fray Luís Beltrán;Institución de ETP;Estatal;234;156;78;Industrial;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 5 Ingeniero José Antonio Álvarez Condarco;Institución de ETP;Estatal;188;112;76;Industrial;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 6 General San Martín;Institución de ETP;Estatal;86;40;46;Agropecuaria;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 7 DR. MANUEL SADOSKY;Institución de ETP;Estatal;131;80;51;Servicios;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 8 Mauricio Pastor Daract;Institución de ETP;Estatal;326;136;190;Servicios;SEC TEC
San Luis;Juan Martín de Pueyrredón (Capital);Escuela Técnica Nº 9 Domingo Faustino Sarmiento;Institución de ETP;Estatal;264;196;68;Industrial;SEC TEC
Santiago del Estero;Quebrachos;Escuela Técnica Nº 9 Gobernador Ingeniero César E. del V. Iturre;Institución de ETP;Estatal;108;67;41;Industrial;SEC TEC
Río Negro;General Roca;Escuela Técnica Nº G-032 INSTITUTO NUESTRA SEÑORA DEL ROSARIO;Institución de Otro Nivel y/o Modalidad;Privado;131;91;40;Industrial;SEC TEC
Buenos Aires;Ensenada;Escuela Técnica Privada de Fábrica Nº 5232 Astillero Río Santiago;Institución de ETP;Privado;176;106;70;Industrial;SEC TEC
Buenos Aires;Luján;Escuela Técnica Privada Nº 3471 Algodonera Flandria;Institución de ETP;Privado;121;87;34;Industrial;SEC TEC
Buenos Aires;La Plata;Escuela Técnica Privada Nº 4047 San Vicente de Paul;Institución de ETP;Privado;187;167;20;Industrial;SEC TEC-FP
Buenos Aires;General Pueyrredón;Escuela Técnica Privada Nº 4227 Instituto Industrial Pablo Tavelli;Institución de ETP;Privado;275;228;47;Industrial;SEC TEC
Buenos Aires;Moreno;Escuela Técnica Privada Nº 4524 Alemana - DIPREGEP;Institución de ETP;Privado;142;86;56;Industrial;SEC TEC
Buenos Aires;San Isidro;Escuela Técnica Privada Nº 4684 Instituto Dr. Juan Segundo Fernandez;Institución de ETP;Privado;471;434;37;Industrial;SEC TEC
La Rioja;Vinchina;Escuela Técnica Profesional  Mixta de Vinchina;Institución de ETP;Estatal;59;32;27;Agropecuaria;SEC TEC-FP
La Rioja;General Belgrano;Escuela Técnica Profesional Nº 1 Instituto de Educacion Tecnica N1 Olta ;Institución de ETP;Estatal;77;42;35;Industrial;SEC TEC
Jujuy;Dr. Manuel Belgrano;Escuela Técnica Provincial (E.T.P.) Nº 01 General Aristóbulo Vargas Belmonte;Institución de ETP;Estatal;454;309;145;Servicios;SEC TEC
Jujuy;Susques;Escuela Técnica Provincial (E.T.P.) Nº 02 ;Institución de ETP;Estatal;28;15;13;Industrial;SEC TEC
Buenos Aires;General San Martín;Escuela Tecnológica  Werner Von Siemens;Institución de ETP;Estatal;66;62;4;Industrial;SEC TEC
Córdoba;Marcos Juárez;Instituto   Agrotécnico Manuel Belgrano;Institución de ETP;Privado;38;17;21;Agropecuaria;SEC TEC
Córdoba;Santa María;Instituto   Agrotécnico Padre Domingo Viera;Institución de ETP;Privado;100;44;56;Agropecuaria;SEC TEC
Córdoba;Santa María;Instituto   El Obraje;Institución de ETP;Privado;409;239;170;Industrial;SEC TEC
Córdoba;Río Segundo;Instituto   General Manuel Belgrano;Institución de Otro Nivel y/o Modalidad;Privado;33;21;12;Agropecuaria;SEC TEC
Córdoba;Ischilín;Instituto   Instituto Privado de Enseñanza Quilino;Institución de ETP;Privado;69;29;40;Agropecuaria;SEC TEC
Córdoba;Río Cuarto;Instituto   Instituto Técnico Santa María Teresa Goretti;Institución de ETP;Privado;93;74;19;Industrial;SEC TEC
Córdoba;Capital;Instituto   Luis Manuel Robles;Institución de Otro Nivel y/o Modalidad;Privado;125;98;27;Industrial;SEC TEC
Córdoba;Tercero Arriba;Instituto   Pablo Antonio Pizzurno Agrotécnico y Orientado;Institución de ETP;Privado;51;21;30;Agropecuaria;SEC TEC
Córdoba;Colón;Instituto   Pio León;Institución de ETP;Privado;102;58;44;Industrial;SEC TEC
Córdoba;Unión;Instituto   Sagrado Corazón;Institución de ETP;Privado;102;47;55;Industrial;SEC TEC
Córdoba;Calamuchita;Instituto   San Francisco de Asis;Institución de Otro Nivel y/o Modalidad;Privado;124;78;46;Industrial;SEC TEC
Córdoba;Río Segundo;Instituto   San José;Institución de ETP;Privado;124;68;56;Agropecuaria;SEC TEC
Córdoba;Río Primero;Instituto   Técnico Parroquial José Manuel Estrada;Institución de ETP;Privado;86;40;46;Agropecuaria;SEC TEC
Córdoba;Tercero Arriba;Instituto   Técnico Río Tercero;Institución de ETP;Privado;180;131;49;Industrial;SEC TEC
Córdoba;Colón;Instituto   Técnico y Orientado Paula Albarracin de Sarmiento;Institución de ETP;Privado;133;87;46;Industrial;SEC TEC
Córdoba;San Javier;Instituto   Villa de las Rosas;Institución de Otro Nivel y/o Modalidad;Privado;52;36;16;Industrial;SEC TEC
Buenos Aires;Coronel Rosales;Instituto  Centenarios;Institución de ETP;Privado;258;135;123;Industrial;SEC TEC
Santa Cruz;Güer Aike;Instituto  del Viento - Rio Gallegos;Institución de Otro Nivel y/o Modalidad;Privado;22;8;14;Agropecuaria;SEC TEC
Río Negro;General Roca;Instituto  INSTITUTO TECNICO POTENCIAR ;Institución de Otro Nivel y/o Modalidad;Privado;34;20;14;Industrial;SEC TEC
Buenos Aires;Monte;Instituto Agropecuario Nº 4514 Elvira Lainez de Soldati de San MIguel de Monte;Institución de ETP;Privado;125;51;74;Agropecuaria;SEC TEC
La Pampa;Rancul;Instituto Agrotécnico  Instituto Agrotécnico Rancul;Institución de ETP;Privado;41;29;12;Agropecuaria;SEC TEC
Córdoba;San Justo;Instituto Agrotécnico  Nuestra Señora del Rosario;Institución de ETP;Privado;139;87;52;Agropecuaria;SEC TEC
Tucumán;Tafí Viejo;Instituto Agrotécnico  Obispo Colombres;Institución de ETP;Privado;119;60;59;Agropecuaria;SEC TEC
Córdoba;San Alberto;Instituto Agrotécnico  Stella Maris;Institución de ETP;Privado;131;71;60;Agropecuaria;SEC TEC
Córdoba;General San Martín;Instituto Agrotécnico Nº 1240147 Instituto Agrotécnico Industrial Chazón;Institución de ETP;Privado;113;58;55;Agropecuaria;SEC TEC
Buenos Aires;La Plata;Instituto Agrotécnico Nº 4027 Juan XXIII;Institución de ETP;Privado;75;42;33;Agropecuaria;SEC TEC
Buenos Aires;Bragado;Instituto Agrotécnico Nº 4143 Privado Bragado;Institución de ETP;Privado;163;75;88;Agropecuaria;SEC TEC
Córdoba;Juárez Celman;Instituto Agrotécnico Nº 429 INSTITUTO PROVINCIAL DE EDUCACIÓN AGROPECUARIA TÉCNICA Y MEDIA (I.P.E.A.T.Y M.);Institución de Otro Nivel y/o Modalidad;Estatal;168;92;76;Agropecuaria;SEC TEC
Buenos Aires;Puán;Instituto Agrotécnico Nº 4578 San José Obrero;Institución de ETP;Privado;92;57;35;Agropecuaria;SEC TEC
Buenos Aires;San Pedro;Instituto Agrotécnico Nº 4728 Margarita O´Farrel de Maguire;Institución de ETP;Privado;64;39;25;Agropecuaria;SEC TEC
Buenos Aires;Trenque Lauquen;Instituto Agrotécnico Nº 4812 Padre Castellaro;Institución de ETP;Privado;43;24;19;Agropecuaria;SEC TEC
Buenos Aires;San Vicente;Instituto Agrotécnico Nº 5010 San José ;Institución de ETP;Privado;123;62;61;Agropecuaria;SEC TEC
Buenos Aires;Ezeiza;Instituto de Educación Técnica Nº 4182 Manuel Belgrano - DIPREGEP;Institución de ETP;Privado;243;171;72;Industrial;SEC TEC
Misiones;Candelaria;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 01 ;Institución de ETP;Estatal;202;108;94;Agropecuaria;SEC TEC
Misiones;San Pedro;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 02 I.E.A. Nº 2;Institución de ETP;Estatal;75;41;34;Agropecuaria;SEC TEC
Misiones;Candelaria;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 04 Nuestra Señora de Loreto;Institución de ETP;Estatal;28;16;12;Agropecuaria;SEC TEC
Misiones;Veinticinco de Mayo;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 10 ;Institución de ETP;Estatal;85;44;41;Agropecuaria;SEC TEC
Misiones;Montecarlo;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 11 Instituto de Enseñanza Agropecuaria N° 11;Institución de ETP;Estatal;85;54;31;Agropecuaria;SEC TEC
Misiones;San Javier;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 12 San Francisco Javier;Institución de ETP;Estatal;50;26;24;Agropecuaria;SEC TEC
Misiones;Oberá;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 13 San Isidro Labrador;Institución de ETP;Estatal;107;65;42;Agropecuaria;SEC TEC-FP
Misiones;Cainguás;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 14 ;Institución de ETP;Estatal;46;30;16;Agropecuaria;SEC TEC
Misiones;Apóstoles;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 16 ;Institución de ETP;Estatal;43;28;15;Agropecuaria;SEC TEC
Misiones;General Manuel Belgrano;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 17 ;Institución de ETP;Estatal;56;27;29;Agropecuaria;SEC TEC
Misiones;Oberá;"Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 17 Aula Satélite N° 01	";Institución de ETP;Estatal;6;1;5;Industrial;SEC TEC
Misiones;Libertador General San Martín;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 18  ;Institución de Otro Nivel y/o Modalidad;Estatal;72;37;35;Agropecuaria;SEC TEC
Misiones;Eldorado;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 5 Localidad Colonia Victoria;Institución de ETP;Estatal;39;17;22;Agropecuaria;SEC TEC
Misiones;Cainguás;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 6 ;Institución de ETP;Estatal;24;13;11;Agropecuaria;SEC TEC
Misiones;Capital;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 7 Instituto de Enseñanza Agropecuaria N° 7;Institución de ETP;Estatal;122;79;43;Agropecuaria;SEC TEC
Misiones;Montecarlo;"Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 8 ""Colonia Guatambú"" Montecarlo, Misiones";Institución de ETP;Estatal;43;22;21;Agropecuaria;SEC TEC
Misiones;Veinticinco de Mayo;Instituto de Enseñanza Agropecuaria (I.E.A.) Nº 9 ;Institución de ETP;Estatal;58;28;30;Agropecuaria;SEC TEC-FP
Misiones;Guaraní;Instituto de Enseñanza Agropecuaria y Electromecánica Nº 03 Instituto de Enseñanza Agropecuaria y Electromecánica N° 3;Institución de ETP;Estatal;246;125;121;Agropecuaria;SEC TEC
Buenos Aires;Escobar;Instituto de Enseñanza Media de Florihorticultura y Jardinería Nº 1482 Escuela secundaria técnica agraria;Institución de ETP;Privado;132;62;70;Agropecuaria;SEC TEC
Misiones;Libertador General San Martín;Instituto Nº 1104 Línea Cuchilla;Institución de ETP;Privado;250;143;107;Agropecuaria;SEC TEC-FP
Misiones;Montecarlo;Instituto Nº 1208 Nuestra Señora de los Milagros;Institución de Otro Nivel y/o Modalidad;Privado;23;10;13;Servicios;SEC TEC
Buenos Aires;Florencio Varela;Instituto Nº 4193 San Juan Bautista;Institución de ETP;Privado;504;377;127;Industrial;SEC TEC
Buenos Aires;General San Martín;Instituto Nº 4264 La Salle;Institución de ETP;Privado;508;327;181;Industrial;SEC TEC
Buenos Aires;General San Martín;Instituto Nº 4281 San Antonio de Padua;Institución de ETP;Privado;354;203;151;Industrial;SEC TEC
Buenos Aires;Lomas de Zamora;Instituto Nº 4430 Dr. Emilio Lamarca;Institución de ETP;Privado;148;104;44;Servicios;SEC TEC
Buenos Aires;Moreno;Instituto Nº 4515 Fahy - DIPREGEP;Institución de ETP;Privado;111;54;57;Agropecuaria;SEC TEC
Buenos Aires;Lanús;Instituto Nº 4883 Instituto Sagrado Corazón ALCAL;Institución de Otro Nivel y/o Modalidad;Privado;66;51;15;Servicios;SEC TEC
Buenos Aires;Tres de Febrero;Instituto Nº 4951 Leonardo Murialdo;Institución de ETP;Privado;878;459;419;Industrial;SEC TEC
Buenos Aires;Villa Gesell;Instituto Nº 4976 Juan Luis Vives - DIPREGEP;Institución de ETP;Privado;107;78;29;Industrial;SEC TEC
Buenos Aires;San Nicolás de los Arroyos;Instituto Nº 4979 Fray Luis Beltrán;Institución de ETP;Privado;406;324;82;Industrial;SEC TEC
Buenos Aires;La Matanza;Instituto Nº 5774 Madero;Institución de ETP;Privado;171;171;0;Industrial;SEC TEC
Santa Fé;General López;Instituto Nº 8098 Secundario Wheelwright;Institución de Otro Nivel y/o Modalidad;Privado;54;31;23;Servicios;SEC TEC-FP
Misiones;Iguazú;Instituto Nº 903 Nuestra Señora del Iguazú;Institución de ETP;Privado;194;100;94;Industrial;SEC TEC
Córdoba;Capital;Instituto Parroquial  San Roque;Institución de Otro Nivel y/o Modalidad;Privado;116;104;12;Industrial;SEC TEC
Santa Fé;Rosario;"Instituto Politécnico  Instituto Politécnico Superior ""General San Martín""";Institución de ETP;Estatal;629;424;205;Industrial;SEC TEC-SUP 
Misiones;Capital;Instituto Politécnico Nº 0418 San Arnoldo Janssen;Institución de ETP;Privado;503;353;150;Industrial;SEC TEC-SUP-FP
La Rioja;General Belgrano;Instituto Privado  Dr. Pedro Ignacio de Castro Barros;Institución de ETP;Privado;41;20;21;Agropecuaria;SEC TEC
Misiones;Capital;Instituto Privado de Educación Superior  Nº 0427 de Misiones;Institución de Otro Nivel y/o Modalidad;Privado;72;52;20;Industrial;SEC TEC-SUP 
Ciudad de Buenos Aires;Comuna N° 9;Instituto Privado Nº A-0355 San José;Institución de Otro Nivel y/o Modalidad;Privado;347;287;60;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 5;Instituto Privado Nº A-066 Pio IX - Obra Don Bosco;Institución de Otro Nivel y/o Modalidad;Privado;343;297;46;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 15;Instituto Privado Nº A-1012 De Educación Técnica y Formación Profesional 13 de Julio;Institución de ETP;Privado;295;246;49;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 12;"Instituto Privado Nº A-1065 Politécnico Modelo	";Institución de ETP;Privado;194;159;35;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 14;Instituto Privado Nº A-119 Leon XIII;Institución de Otro Nivel y/o Modalidad;Privado;153;130;23;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 8;Instituto Privado Nº A-430 Nuestra Señora de Fátima;Institución de Otro Nivel y/o Modalidad;Privado;157;72;85;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 9;Instituto Privado Nº A-459 Nuestra Señora de los Remedios;Institución de Otro Nivel y/o Modalidad;Privado;59;45;14;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 10;Instituto Privado Nº A-474 Escuela Cristiana Evangelica Argentina;Institución de Otro Nivel y/o Modalidad;Privado;218;162;56;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 12;Instituto Privado Nº A-479 La Salette;Institución de Otro Nivel y/o Modalidad;Privado;155;128;27;Servicios;SEC TEC
Ciudad de Buenos Aires;Comuna N° 8;Instituto Privado Nº A-484 Don Orione;Institución de Otro Nivel y/o Modalidad;Privado;120;92;28;Industrial;SEC TEC
Ciudad de Buenos Aires;Comuna N° 13;Instituto Privado Nº A-978 Escuela Técnica Philips;Institución de ETP;Privado;223;197;26;Industrial;SEC TEC
Córdoba;Río Cuarto;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 1 Ingeniero Agrónomo Luciano Almirón;Institución de ETP;Estatal;49;20;29;Agropecuaria;SEC TEC
Córdoba;Juárez Celman;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 105 Alfonsina Storni;Institución de ETP;Estatal;77;40;37;Agropecuaria;SEC TEC
Córdoba;Totoral;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 113 Brigadier General Juan Facundo Quiroga;Institución de ETP;Estatal;55;25;30;Agropecuaria;SEC TEC
Córdoba;Juárez Celman;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 127 Dr. Mateo Carusillo;Institución de ETP;Estatal;107;62;45;Agropecuaria;SEC TEC
Córdoba;Capital;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 14 Dr. César Cuestas Carnero;Institución de ETP;Estatal;135;69;66;Agropecuaria;SEC TEC
Córdoba;General Roca;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 179 PADRE ORLANDO NICOLETTI;Institución de ETP;Estatal;58;34;24;Agropecuaria;SEC TEC
Córdoba;Marcos Juárez;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 209 Domingo Faustino Sarmiento;Institución de ETP;Estatal;194;109;85;Agropecuaria;SEC TEC
Córdoba;Tercero Arriba;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 210 Ingeniero Víctor F. Des Rotours Almafuerte;Institución de ETP;Estatal;179;97;82;Agropecuaria;SEC TEC
Córdoba;Cruz del Eje;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 211 Presidente Arturo U. Illia;Institución de ETP;Estatal;141;86;55;Agropecuaria;SEC TEC
Córdoba;Unión;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 212 Hilder Odilio Galassi;Institución de ETP;Estatal;53;25;28;Agropecuaria;SEC TEC
Córdoba;Juárez Celman;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 213 Ingeniero Agrónomo Lorenzo Parodi;Institución de ETP;Estatal;77;55;22;Agropecuaria;SEC TEC
Córdoba;Unión;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 214 Manuel Belgrano;Institución de ETP;Estatal;108;60;48;Agropecuaria;SEC TEC
Córdoba;Río Cuarto;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 215 Raúl Scalabrini Ortiz;Institución de ETP;Estatal;123;53;70;Agropecuaria;SEC TEC
Córdoba;Unión;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 216 Dr.Francisco Conrado Rosenbusch;Institución de ETP;Estatal;101;51;50;Agropecuaria;SEC TEC
Córdoba;Totoral;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 217 Agrónomo José Barrionuevo;Institución de ETP;Estatal;59;31;28;Agropecuaria;SEC TEC
Córdoba;General San Martín;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 218 Juan Bautista Bosio;Institución de ETP;Estatal;121;62;59;Agropecuaria;SEC TEC
Córdoba;General Roca;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 219 Enrique Cook;Institución de ETP;Estatal;28;16;12;Agropecuaria;SEC TEC
Córdoba;Río Segundo;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 220 Ingeniero Agrónomo Mariano  J. Frezzi;Institución de ETP;Estatal;41;31;10;Agropecuaria;SEC TEC
Córdoba;San Justo;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 222 Agrónomo Américo Almes Milani;Institución de ETP;Estatal;99;53;46;Agropecuaria;SEC TEC
Córdoba;Tulumba;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 223 Intendente Ramón Niceno Quinteros;Institución de ETP;Estatal;236;124;112;Agropecuaria;SEC TEC
Córdoba;San Justo;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 225 Atahualpa Yupanqui (Ex I.P.E.A. Nº 17);Institución de ETP;Estatal;114;59;55;Agropecuaria;SEC TEC
Córdoba;Río Cuarto;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 226 Héroes de Malvinas;Institución de ETP;Estatal;143;78;65;Agropecuaria;SEC TEC
Córdoba;Santa María;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 227 Ingeniero Agrónomo Heriberto G. Fisher;Institución de ETP;Estatal;77;31;46;Agropecuaria;SEC TEC
Córdoba;Río Primero;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 228 San Isidro Labrador;Institución de ETP;Estatal;91;48;43;Agropecuaria;SEC TEC
Córdoba;Río Primero;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 229 Miguel Lillo;Institución de ETP;Estatal;154;95;59;Agropecuaria;SEC TEC
Córdoba;San Javier;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 230 Dr. Amadeo Sabattini (Ex I.P.E.A. Nº 22);Institución de ETP;Estatal;55;31;24;Agropecuaria;SEC TEC
Córdoba;Río Segundo;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 231 Intendente Delmo Eduardo S.Toraso (Ex I.P.E.A. N° 23);Institución de ETP;Estatal;81;43;38;Agropecuaria;SEC TEC
Córdoba;Colón;Instituto Provincial de Educación Agrotécnica (I.P.E.A.) Nº 233 Agustín Tosco (Ex I.P.E.A. Nº 25);Institución de ETP;Estatal;97;61;36;Agropecuaria;SEC TEC
